"Informazioni cronologiche","Qual è la tua età?","In che regione vivi?","In che zona abiti?","Con quale genere ti identifichi?","Da quanti componenti è formato il tuo nucleo familiare?","Qual è la tua professione?","Consumi prodotti ittici?","Per quale motivo non consumi prodotti ittici?","Quanto spesso consumi prodotti ittici?","Che tipo di prodotti ittici consumi più frequentemente in casa?","Quanto tempo dedichi mediamente alla preparazione dei pasti durante la giornata?","Solitamente ti occupi tu della spesa nella tua famiglia?","Dove acquisti più spesso i tuoi prodotti ittici? (Puoi selezionare più opzioni) ","Quanto saresti disposto a spendere per un prodotto ittico di alta qualità (es. burger di pesce gourmet)?","Quali di questi prodotti surgelati consumeresti? (Puoi selezionare più opzioni) ","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche? [La freschezza del prodotto acquistato]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche? [La provenienza della materia prima]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche? [La velocità di preparazione]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche? [La semplicità di preparazione]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche? [Il bilancio nutrizionale del prodotto]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche? [La presenza di prodotti nuovi/innovativi]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche? [Che il prodotto sia al naturale/poco lavorato]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche? [Il prezzo]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche? [La presenza di prodotti monoporzione]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche in termini di sostenibilità? [La provenienza da fonti sostenibili degli ingredienti (es. pesca certificata)]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche in termini di sostenibilità? [Il basso impatto ambientale della produzione]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche in termini di sostenibilità? [Il packaging eco-sostenibile ]"
"2024/11/24 2:59:35 PM CET","36-45 anni","Lombardia","Centro città","Donna","4+","Lavoratore","Si","","Una o due volte al mese","Pesce surgelato","30-60 minuti","Sempre/Quasi sempre","Negozi specializzati (es. pescherie)","5-8€","Burger di pesce;Prodotti gratinati;Condimenti per pasta o riso","5 - Molto importante","4 - Abbastanza importante","5 - Molto importante","5 - Molto importante","2 - Poco importante","2 - Poco importante","4 - Abbastanza importante","3 - Mediamente importante","1 - Non mi interessa","5 - Molto importante","5 - Molto importante","5 - Molto importante"
"2024/11/24 3:00:06 PM CET","36-45 anni","Lombardia","Centro città","Donna","4+","Lavoratore","Si","","Una volta a settimana","Pesce surgelato","15-30 minuti","Sempre/Quasi sempre","Supermercato","8-10€","Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","3 - Mediamente importante","5 - Molto importante","4 - Abbastanza importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante"
"2024/11/24 3:35:05 PM CET","46-60 anni","Lombardia","Esterno (es. campagna/costiera/montagna...)","Donna","2-3","Lavoratore","Si","","Una o due volte al mese","Pesce surgelato","15-30 minuti","A volte","Supermercato","Meno di 5€","Filetto (o altro taglio) di pesce al naturale","3 - Mediamente importante","3 - Mediamente importante","2 - Poco importante","2 - Poco importante","2 - Poco importante","2 - Poco importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante"
"2024/11/24 3:38:36 PM CET","18-25 anni","Lombardia","Centro città","Donna","4+","Studente","Si","","Una volta a settimana","Pesce surgelato","Meno di 15 minuti","Raramente/Mai","Supermercato","5-8€","Tartare pronte;Prodotti gratinati;Insalata di mare;Condimenti per pasta o riso;Spiedini di gamberi o molluschi;Filetto (o altro taglio) di pesce al naturale","4 - Abbastanza importante","5 - Molto importante","5 - Molto importante","4 - Abbastanza importante","5 - Molto importante","3 - Mediamente importante","3 - Mediamente importante","5 - Molto importante","4 - Abbastanza importante","5 - Molto importante","5 - Molto importante","4 - Abbastanza importante"
"2024/11/24 3:42:25 PM CET","18-25 anni","Lombardia","Periferia città","Donna","4+","Studente","Si","","Una volta ogni due mesi o meno","Pesce fresco","30-60 minuti","A volte","Negozi specializzati (es. pescherie);Mercati locali","Non lo comprerei","Nessuno","5 - Molto importante","5 - Molto importante","3 - Mediamente importante","3 - Mediamente importante","5 - Molto importante","3 - Mediamente importante","5 - Molto importante","3 - Mediamente importante","3 - Mediamente importante","5 - Molto importante","5 - Molto importante","4 - Abbastanza importante"
"2024/11/24 3:42:55 PM CET","18-25 anni","Lombardia","Centro città","Uomo","4+","Studente","Si","","Una volta a settimana","Pesce fresco","15-30 minuti","Raramente/Mai","Supermercato","5-8€","Burger di pesce;Prodotti gratinati;Insalata di mare;Condimenti per pasta o riso","5 - Molto importante","3 - Mediamente importante","4 - Abbastanza importante","4 - Abbastanza importante","3 - Mediamente importante","2 - Poco importante","3 - Mediamente importante","5 - Molto importante","1 - Non mi interessa","2 - Poco importante","2 - Poco importante","4 - Abbastanza importante"
"2024/11/24 3:50:21 PM CET","36-45 anni","Lombardia","Periferia città","Uomo","2-3","Lavoratore","Si","","Una volta a settimana","Pesce surgelato","30-60 minuti","Sempre/Quasi sempre","Supermercato","8-10€","Burger di pesce;Condimenti per pasta o riso;Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","4 - Abbastanza importante","3 - Mediamente importante","4 - Abbastanza importante","4 - Abbastanza importante","2 - Poco importante","4 - Abbastanza importante","3 - Mediamente importante","3 - Mediamente importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante"
"2024/11/24 4:13:55 PM CET","46-60 anni","Lombardia","Esterno (es. campagna/costiera/montagna...)","Donna","2-3","Lavoratore","Si","","Una volta a settimana","Pesce surgelato","30-60 minuti","Sempre/Quasi sempre","Supermercato;Negozi specializzati (es. pescherie)","8-10€","Prodotti gratinati;Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","5 - Molto importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","2 - Poco importante","5 - Molto importante","4 - Abbastanza importante","3 - Mediamente importante","5 - Molto importante","5 - Molto importante","4 - Abbastanza importante"
"2024/11/24 4:23:29 PM CET","60-70 anni","Toscana","Periferia città","Uomo","2-3","Lavoratore","Si","","Più volte a settimana","Pesce surgelato","Meno di 15 minuti","A volte","Supermercato","5-8€","Tartare pronte;Prodotti gratinati;Insalata di mare;Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","5 - Molto importante","4 - Abbastanza importante","4 - Abbastanza importante","5 - Molto importante","1 - Non mi interessa","4 - Abbastanza importante","4 - Abbastanza importante","1 - Non mi interessa","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante"
"2024/11/24 4:28:11 PM CET","18-25 anni","Liguria","Centro città","Uomo","2-3","Studente","Si","","Una volta a settimana","Pesce surgelato","15-30 minuti","Sempre/Quasi sempre","Supermercato","8-10€","Insalata di mare","3 - Mediamente importante","3 - Mediamente importante","2 - Poco importante","2 - Poco importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","2 - Poco importante","1 - Non mi interessa","3 - Mediamente importante","2 - Poco importante","2 - Poco importante"
"2024/11/24 5:05:12 PM CET","60-70 anni","Lombardia","Esterno (es. campagna/costiera/montagna...)","Donna","2-3","Lavoratore","Si","","Una o due volte al mese","Pesce fresco","30-60 minuti","Sempre/Quasi sempre","Supermercato;Negozi specializzati (es. pescherie)","Più di 10€","Insalata di mare","5 - Molto importante","5 - Molto importante","4 - Abbastanza importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante"
"2024/11/24 5:14:16 PM CET","60-70 anni","Campania","Esterno (es. campagna/costiera/montagna...)","Donna","2-3","Studente","Si","","Più volte a settimana","Pesce surgelato","30-60 minuti","Sempre/Quasi sempre","Supermercato;Negozi specializzati (es. pescherie)","Più di 10€","Prodotti gratinati;Insalata di mare;Condimenti per pasta o riso;Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","5 - Molto importante","3 - Mediamente importante","3 - Mediamente importante","5 - Molto importante","3 - Mediamente importante","4 - Abbastanza importante","4 - Abbastanza importante","1 - Non mi interessa","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante"
"2024/11/24 5:16:57 PM CET","60-70 anni","Campania","Periferia città","Uomo","4+","Pensionato","Si","","Più volte a settimana","Pesce surgelato","Meno di 15 minuti","Raramente/Mai","Negozi specializzati (es. pescherie)","Più di 10€","Insalata di mare;Condimenti per pasta o riso;Spiedini di gamberi o molluschi;Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","1 - Non mi interessa","4 - Abbastanza importante","5 - Molto importante","1 - Non mi interessa","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante"
"2024/11/24 5:31:04 PM CET","60-70 anni","Lombardia","Periferia città","Uomo","2-3","Lavoratore","Si","","Una volta a settimana","Pesce surgelato","30-60 minuti","Sempre/Quasi sempre","Supermercato","5-8€","Prodotti gratinati;Condimenti per pasta o riso","5 - Molto importante","5 - Molto importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","5 - Molto importante","5 - Molto importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","3 - Mediamente importante"
"2024/11/24 5:33:00 PM CET","46-60 anni","Campania","Esterno (es. campagna/costiera/montagna...)","Donna","4+","Lavoratore","Si","","Più volte a settimana","Pesce fresco","30-60 minuti","Sempre/Quasi sempre","Negozi specializzati (es. pescherie);Mercati locali","Non lo comprerei","Spiedini di gamberi o molluschi;Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","5 - Molto importante","1 - Non mi interessa","2 - Poco importante","4 - Abbastanza importante","2 - Poco importante","5 - Molto importante","3 - Mediamente importante","1 - Non mi interessa","4 - Abbastanza importante","5 - Molto importante","3 - Mediamente importante"
"2024/11/24 5:35:04 PM CET","18-25 anni","Lombardia","Esterno (es. campagna/costiera/montagna...)","Uomo","4+","Studente","Si","","Più volte a settimana","Pesce surgelato","Meno di 15 minuti","Raramente/Mai","Supermercato;Negozi specializzati (es. pescherie)","5-8€","Burger di pesce;Insalata di mare;Condimenti per pasta o riso","3 - Mediamente importante","3 - Mediamente importante","5 - Molto importante","2 - Poco importante","5 - Molto importante","3 - Mediamente importante","4 - Abbastanza importante","5 - Molto importante","2 - Poco importante","5 - Molto importante","4 - Abbastanza importante","5 - Molto importante"
"2024/11/24 5:42:11 PM CET","18-25 anni","Lombardia","Esterno (es. campagna/costiera/montagna...)","Uomo","4+","Studente","Si","","Una volta a settimana","Pesce surgelato","15-30 minuti","Raramente/Mai","Supermercato","8-10€","Prodotti gratinati;Spiedini di gamberi o molluschi","5 - Molto importante","5 - Molto importante","3 - Mediamente importante","3 - Mediamente importante","5 - Molto importante","1 - Non mi interessa","5 - Molto importante","3 - Mediamente importante","1 - Non mi interessa","5 - Molto importante","5 - Molto importante","5 - Molto importante"
"2024/11/24 5:42:12 PM CET","46-60 anni","Lombardia","Esterno (es. campagna/costiera/montagna...)","Donna","2-3","Lavoratore","Si","","Più volte a settimana","Pesce surgelato","30-60 minuti","Sempre/Quasi sempre","Supermercato;Negozi specializzati (es. pescherie)","Non lo comprerei","Spiedini di gamberi o molluschi;Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","3 - Mediamente importante","3 - Mediamente importante","5 - Molto importante","4 - Abbastanza importante","3 - Mediamente importante","5 - Molto importante","4 - Abbastanza importante","3 - Mediamente importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante"
"2024/11/24 5:51:03 PM CET","60-70 anni","Campania","Periferia città","Uomo","4+","Pensionato","Si","","Una volta a settimana","Pesce surgelato","15-30 minuti","Sempre/Quasi sempre","Negozi specializzati (es. pescherie)","Più di 10€","Prodotti gratinati;Insalata di mare","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","1 - Non mi interessa","2 - Poco importante","3 - Mediamente importante","1 - Non mi interessa","2 - Poco importante","1 - Non mi interessa","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante"
"2024/11/24 6:06:06 PM CET","46-60 anni","Lombardia","Esterno (es. campagna/costiera/montagna...)","Uomo","2-3","Lavoratore","Si","","Una o due volte al mese","Pesce surgelato","15-30 minuti","Raramente/Mai","Supermercato","5-8€","Spiedini di gamberi o molluschi;Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","5 - Molto importante","1 - Non mi interessa","1 - Non mi interessa","5 - Molto importante","3 - Mediamente importante","5 - Molto importante","5 - Molto importante","1 - Non mi interessa","5 - Molto importante","5 - Molto importante","5 - Molto importante"
"2024/11/24 6:10:17 PM CET","60-70 anni","Lombardia","Centro città","Donna","2-3","Lavoratore","Si","","Una volta a settimana","Pesce surgelato","30-60 minuti","Sempre/Quasi sempre","Li pesca mio marito","Più di 10€","Condimenti per pasta o riso;Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","4 - Abbastanza importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","2 - Poco importante","5 - Molto importante","4 - Abbastanza importante","3 - Mediamente importante","5 - Molto importante","5 - Molto importante","4 - Abbastanza importante"
"2024/11/24 6:16:05 PM CET","18-25 anni","Lombardia","Centro città","Donna","4+","Studente","Si","","Più volte a settimana","Piatti pronti a base di pesce (es. burger, mix, tartare)","30-60 minuti","A volte","Supermercato","Meno di 5€","Tartare pronte;Burger di pesce;Prodotti gratinati;Filetto (o altro taglio) di pesce al naturale","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","4 - Abbastanza importante","2 - Poco importante","2 - Poco importante","3 - Mediamente importante","5 - Molto importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante"
"2024/11/24 6:18:19 PM CET","26-35 anni","Lombardia","Centro città","Donna","2-3","Lavoratore","Si","","Una volta a settimana","Pesce surgelato","15-30 minuti","Sempre/Quasi sempre","Supermercato;Mercati locali","5-8€","Burger di pesce;Prodotti gratinati;Insalata di mare;Spiedini di gamberi o molluschi;Filetto (o altro taglio) di pesce al naturale","4 - Abbastanza importante","5 - Molto importante","3 - Mediamente importante","2 - Poco importante","5 - Molto importante","1 - Non mi interessa","5 - Molto importante","5 - Molto importante","3 - Mediamente importante","4 - Abbastanza importante","4 - Abbastanza importante","2 - Poco importante"
"2024/11/24 6:21:31 PM CET","36-45 anni","Lombardia","Centro città","Uomo","2-3","Lavoratore","Si","","Una volta a settimana","Pesce fresco","30-60 minuti","Sempre/Quasi sempre","Supermercato;Negozi specializzati (es. pescherie)","8-10€","Spiedini di gamberi o molluschi;Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","5 - Molto importante","3 - Mediamente importante","4 - Abbastanza importante","5 - Molto importante","1 - Non mi interessa","5 - Molto importante","3 - Mediamente importante","1 - Non mi interessa","5 - Molto importante","4 - Abbastanza importante","5 - Molto importante"
"2024/11/24 6:34:26 PM CET","60-70 anni","Campania","Periferia città","Donna","4+","Disoccupato","No","Questione di gusti","","","","","","","","","","","","","","","","","","",""
"2024/11/24 6:51:10 PM CET","18-25 anni","Lombardia","Periferia città","Donna","4+","Lavoratore","Si","","Una volta a settimana","Pesce surgelato","30-60 minuti","Raramente/Mai","Supermercato","5-8€","Condimenti per pasta o riso;Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","3 - Mediamente importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","3 - Mediamente importante","4 - Abbastanza importante","5 - Molto importante","2 - Poco importante","3 - Mediamente importante","3 - Mediamente importante","2 - Poco importante"
"2024/11/24 7:05:33 PM CET","46-60 anni","Campania","Centro città","Donna","1","Lavoratore","Si","","Una volta a settimana","Pesce surgelato","15-30 minuti","Sempre/Quasi sempre","Supermercato","8-10€","Insalata di mare;Filetto (o altro taglio) di pesce al naturale","4 - Abbastanza importante","5 - Molto importante","4 - Abbastanza importante","4 - Abbastanza importante","5 - Molto importante","4 - Abbastanza importante","5 - Molto importante","5 - Molto importante","4 - Abbastanza importante","5 - Molto importante","5 - Molto importante","5 - Molto importante"
"2024/11/24 7:46:49 PM CET","46-60 anni","Campania","Periferia città","Donna","2-3","Lavoratore","Si","","Più volte a settimana","Pesce surgelato","30-60 minuti","Sempre/Quasi sempre","Supermercato","Più di 10€","Condimenti per pasta o riso;Filetto (o altro taglio) di pesce al naturale","4 - Abbastanza importante","5 - Molto importante","4 - Abbastanza importante","3 - Mediamente importante","4 - Abbastanza importante","3 - Mediamente importante","4 - Abbastanza importante","3 - Mediamente importante","4 - Abbastanza importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante"
